Date,Transaction Description,Category,Amount,Type,Payment Method
2023-05-29,Investment return received - May 2023,Investment,1526.28,Income,Bank Transfer
2023-05-29,Freelance project payment - May 2023,Freelance,1660.46,Income,E-Wallet
2023-05-30,Portfolio interest income - May 2023,Investment,1633.33,Income,Debit Card
2023-06-02,Investment return received - June 2023,Investment,1675.93,Income,Bank Transfer
2023-06-03,Apartment rent payment - June 2023,Rent,1233.33,Expense,Bank Transfer
2023-06-04,Payroll wage received - June 2023,Salary,3933.33,Income,E-Wallet
2023-06-05,Monthly utilities bill - June 2023,Utilities,427.04,Expense,Bank Transfer
2023-06-08,Restaurant meal payment - June 2023,Food & Drink,511.85,Expense,Debit Card
2023-06-08,Game and entertainment purchase - June 2023,Entertainment,598.89,Expense,E-Wallet
2023-06-09,Trip and accommodation expense - June 2023,Travel,1733.93,Expense,Credit Card
2023-06-09,Apartment rent payment - June 2023,Rent,1341.89,Expense,Bank Transfer
2023-06-10,Payroll wage received - June 2023,Salary,4114.26,Income,Bank Transfer
2023-06-10,Personal shopping expense - June 2023,Shopping,830.95,Expense,Credit Card
2023-06-13,Monthly salary deposit - June 2023,Salary,4169.82,Income,E-Wallet
2023-06-15,Portfolio interest income - June 2023,Investment,2166.32,Income,Debit Card
2023-06-16,Salary income received - June 2023,Salary,4225.38,Income,Bank Transfer
2023-06-16,Supermarket grocery purchase - June 2023,Groceries,907.33,Expense,Debit Card
2023-06-17,Travel booking payment - June 2023,Travel,2112.31,Expense,Credit Card
2023-06-17,Monthly utilities bill - June 2023,Utilities,634.50,Expense,Bank Transfer
2023-06-19,Electricity and water bill - June 2023,Utilities,220.00,Expense,Bank Transfer
2023-06-21,Payroll wage received - June 2023,Salary,3627.78,Income,Bank Transfer
2023-06-22,Lunch and dining expense - June 2023,Food & Drink,227.41,Expense,Debit Card
2023-06-22,Apartment rent payment - June 2023,Rent,1100.00,Expense,Bank Transfer
2023-06-23,Weekly groceries payment - June 2023,Groceries,430.33,Expense,Debit Card
2023-06-25,Lunch and dining expense - June 2023,Food & Drink,310.69,Expense,Debit Card
2023-06-25,Bus and taxi fare - June 2023,Transportation,193.73,Expense,Cash
2023-06-25,Payroll wage received - June 2023,Salary,3808.71,Income,Debit Card
2023-06-26,Trip and accommodation expense - June 2023,Travel,1378.38,Expense,Credit Card
2023-06-30,Restaurant meal payment - June 2023,Food & Drink,405.51,Expense,Debit Card
2023-07-01,Internet utility payment - July 2023,Utilities,387.44,Expense,Bank Transfer
2023-07-02,Monthly utilities bill - July 2023,Utilities,411.54,Expense,Bank Transfer
2023-07-05,Investment dividend income - July 2023,Investment,1804.85,Income,Bank Transfer
2023-07-05,Family allowance transfer - July 2023,Allowance,1367.57,Income,Bank Transfer
2023-07-06,Personal shopping expense - July 2023,Shopping,699.68,Expense,Credit Card
2023-07-07,Electricity and water bill - July 2023,Utilities,475.25,Expense,Bank Transfer
2023-07-07,Monthly housing rent - July 2023,Rent,1333.78,Expense,Bank Transfer
2023-07-10,Daily transportation expense - July 2023,Transportation,377.10,Expense,Cash
2023-07-10,Restaurant meal payment - July 2023,Food & Drink,643.18,Expense,Debit Card
2023-07-10,Retail shopping purchase - July 2023,Shopping,861.00,Expense,Credit Card
2023-07-10,Investment return received - July 2023,Investment,2167.47,Income,Bank Transfer
2023-07-11,Apartment rent payment - July 2023,Rent,1425.68,Expense,Bank Transfer
2023-07-13,Hospital or pharmacy expense - July 2023,Healthcare,987.25,Expense,Debit Card
2023-07-15,Salary income received - July 2023,Salary,4281.68,Income,Debit Card
2023-07-15,Electricity and water bill - July 2023,Utilities,626.76,Expense,Bank Transfer
2023-07-15,Family allowance transfer - July 2023,Allowance,900.90,Income,Bank Transfer
2023-07-15,Daily transportation expense - July 2023,Transportation,106.36,Expense,Cash
2023-07-15,Freelance project payment - July 2023,Freelance,1397.60,Income,Debit Card
2023-07-16,Cafe and coffee purchase - July 2023,Food & Drink,251.75,Expense,Debit Card
2023-07-17,Trip and accommodation expense - July 2023,Travel,1178.98,Expense,Credit Card
2023-07-18,Apartment rent payment - July 2023,Rent,1133.78,Expense,Bank Transfer
2023-07-19,Travel booking payment - July 2023,Travel,1267.87,Expense,Credit Card
2023-07-19,Daily transportation expense - July 2023,Transportation,210.09,Expense,Cash
2023-07-20,Apartment rent payment - July 2023,Rent,1192.34,Expense,Bank Transfer
2023-07-21,Retail shopping purchase - July 2023,Shopping,539.15,Expense,Credit Card
2023-07-23,Daily transportation expense - July 2023,Transportation,257.87,Expense,Cash
2023-07-25,Electricity and water bill - July 2023,Utilities,403.79,Expense,Bank Transfer
2023-07-26,Retail shopping purchase - July 2023,Shopping,626.93,Expense,Credit Card
2023-07-27,Lunch and dining expense - July 2023,Food & Drink,500.96,Expense,Debit Card
2023-07-27,Movie and streaming subscription - July 2023,Entertainment,600.47,Expense,E-Wallet
2023-07-30,Payroll wage received - July 2023,Salary,4045.95,Income,Bank Transfer
2023-08-01,Netflix or Spotify payment - August 2023,Entertainment,658.99,Expense,E-Wallet
2023-08-04,Bus and taxi fare - August 2023,Transportation,377.53,Expense,Cash
2023-08-05,Portfolio interest income - August 2023,Investment,2061.56,Income,Debit Card
2023-08-07,Salary income received - August 2023,Salary,4157.06,Income,Bank Transfer
2023-08-07,Supermarket grocery purchase - August 2023,Groceries,834.65,Expense,Debit Card
2023-08-09,Travel booking payment - August 2023,Travel,1653.00,Expense,Credit Card
2023-08-09,Trip and accommodation expense - August 2023,Travel,1697.45,Expense,Credit Card
2023-08-10,Investment dividend income - August 2023,Investment,2296.40,Income,Bank Transfer
2023-08-10,Game and entertainment purchase - August 2023,Entertainment,908.09,Expense,E-Wallet
2023-08-11,Lunch and dining expense - August 2023,Food & Drink,809.75,Expense,Debit Card
2023-08-16,Restaurant meal payment - August 2023,Food & Drink,192.81,Expense,Debit Card
2023-08-17,Portfolio interest income - August 2023,Investment,1315.62,Income,Bank Transfer
2023-08-17,Trip and accommodation expense - August 2023,Travel,785.74,Expense,Credit Card
2023-08-21,Hotel and flight booking - August 2023,Travel,830.18,Expense,Credit Card
2023-08-22,Hospital or pharmacy expense - August 2023,Healthcare,384.72,Expense,Debit Card
2023-08-23,Trip and accommodation expense - August 2023,Travel,$919.07,Expense,Credit Card
2023-08-25,Clothing and household shopping - August 2023,Shopping,466.40,Expense,Credit Card
2023-08-27,Family allowance transfer - August 2023,Allowance,1168.47,Income,E-Wallet
2023-08-30,Residential rent payment - August 2023,Rent,1200.90,Expense,Bank Transfer
2023-08-30,Hotel and flight booking - August 2023,Travel,1119.67,Expense,Credit Card
2023-08-30,Travel booking payment - August 2023,Travel,1164.11,Expense,Credit Card
2023-08-30,Trip and accommodation expense - August 2023,Travel,1208.56,Expense,Credit Card
2023-09-01,Movie and streaming subscription - September 2023,Entertainment,556.98,Expense,E-Wallet
2023-09-01,Retail shopping purchase - September 2023,Shopping,686.24,Expense,Credit Card
2023-09-03,Lunch and dining expense - September 2023,Food & Drink,549.01,Expense,Debit Card
2023-09-04,Hotel and flight booking - September 2023,Travel,1386.34,Expense,Credit Card
2023-09-04,Cafe and coffee purchase - September 2023,Food & Drink,608.59,Expense,Debit Card
2023-09-04,Netflix or Spotify payment - September 2023,Entertainment,718.30,Expense,E-Wallet
2023-09-07,Monthly salary deposit - September 2023,Salary,4157.81,Income,Bank Transfer
2023-09-10,Travel booking payment - September 2023,Travel,1586.94,Expense,Credit Card
2023-09-11,Monthly utilities bill - September 2023,Utilities,571.66,Expense,Bank Transfer
2023-09-11,Hotel and flight booking - September 2023,Travel,1675.83,Expense,Credit Card
2023-09-12,Internet utility payment - September 2023,Utilities,603.51,Expense,Bank Transfer
2023-09-12,Residential rent payment - September 2023,Rent,1476.58,Expense,Bank Transfer
2023-09-13,Hotel and flight booking - September 2023,Travel,1831.98,Expense,Credit Card
2023-09-14,Hospital or pharmacy expense - September 2023,Healthcare,238.50,Expense,Debit Card
2023-09-14,Residential rent payment - September 2023,Rent,1076.13,Expense,Bank Transfer
2023-09-14,Apartment rent payment - September 2023,Rent,1092.79,Expense,Bank Transfer
2023-09-15,Portfolio interest income - September 2023,Investment,1401.95,Income,Debit Card
2023-09-15,Personal shopping expense - September 2023,Shopping,393.64,Expense,Credit Card
2023-09-16,Electricity and water bill - September 2023,Utilities,316.85,Expense,Bank Transfer
2023-09-16,Payroll wage received - September 2023,Salary,3796.70,Income,E-Wallet
2023-09-21,Monthly utilities bill - September 2023,Utilities,348.70,Expense,Bank Transfer
2023-09-21,Electricity and water bill - September 2023,Utilities,364.62,Expense,Bank Transfer
2023-09-23,Family allowance transfer - September 2023,Allowance,1236.04,Income,Bank Transfer
2023-09-24,Monthly utilities bill - September 2023,Utilities,396.48,Expense,Bank Transfer
2023-09-28,Investment dividend income - September 2023,Investment,1764.56,Income,Debit Card
2023-09-29,Weekly groceries payment - September 2023,Groceries,652.31,Expense,Debit Card
2023-10-03,Personal shopping expense - October 2023,Shopping,687.03,Expense,Credit Card
2023-10-04,Supermarket grocery purchase - October 2023,Groceries,701.20,Expense,Debit Card
2023-10-04,Game and entertainment purchase - October 2023,Entertainment,645.55,Expense,E-Wallet
2023-10-05,Investment return received - October 2023,Investment,1999.40,Income,Bank Transfer
2023-10-06,Supermarket grocery purchase - October 2023,Groceries,774.53,Expense,Debit Card
2023-10-08,Family allowance transfer - October 2023,Allowance,1553.15,Income,E-Wallet
2023-10-08,Investment return received - October 2023,Investment,2149.05,Income,Debit Card
2023-10-08,Monthly salary deposit - October 2023,Salary,4214.11,Income,Bank Transfer
2023-10-09,Hospital or pharmacy expense - October 2023,Healthcare,973.15,Expense,Debit Card
2023-10-09,Monthly utilities bill - October 2023,Utilities,603.94,Expense,Bank Transfer
2023-10-11,Supermarket grocery purchase - October 2023,Groceries,933.75,Expense,Debit Card
2023-10-13,Family allowance transfer - October 2023,Allowance,1770.27,Income,Bank Transfer
2023-10-14,Monthly utilities bill - October 2023,Utilities,221.29,Expense,Bank Transfer
2023-10-14,Investment dividend income - October 2023,Investment,1317.92,Income,E-Wallet
2023-10-15,Cafe and coffee purchase - October 2023,Food & Drink,241.50,Expense,Debit Card
2023-10-15,Lunch and dining expense - October 2023,Food & Drink,265.21,Expense,Debit Card
2023-10-16,Investment dividend income - October 2023,Investment,1445.70,Income,Bank Transfer
2023-10-17,Portfolio interest income - October 2023,Investment,1488.29,Income,E-Wallet
2023-10-17,Residential rent payment - October 2023,Rent,1159.91,Expense,Bank Transfer
2023-10-27,Electricity and water bill - October 2023,Utilities,340.95,Expense,Bank Transfer
2023-10-27,Cafe and coffee purchase - October 2023,Food & Drink,395.90,Expense,Debit Card
2023-10-29,Trip and accommodation expense - October 2023,Travel,1099.25,Expense,Credit Card
2023-10-30,Clothing and household shopping - October 2023,Shopping,585.02,Expense,Credit Card
2023-10-30,Portfolio interest income - October 2023,Investment,1765.72,Income,Bank Transfer
2023-11-04,Investment return received - November 2023,Investment,1808.31,Income,Bank Transfer
2023-11-05,Investment dividend income - November 2023,Investment,1850.90,Income,E-Wallet
2023-11-08,Game and entertainment purchase - November 2023,Entertainment,602.05,Expense,E-Wallet
2023-11-08,Monthly utilities bill - November 2023,Utilities,484.71,Expense,Bank Transfer
2023-11-08,Movie and streaming subscription - November 2023,Entertainment,675.60,Expense,E-Wallet
2023-11-09,Game and entertainment purchase - November 2023,Entertainment,704.85,Expense,E-Wallet
2023-11-09,Residential rent payment - November 2023,Rent,1377.03,Expense,Bank Transfer
2023-11-11,Electricity and water bill - November 2023,Utilities,548.42,Expense,Bank Transfer
2023-11-11,Monthly housing rent - November 2023,Rent,1410.36,Expense,Bank Transfer
2023-11-13,Refund income received - November 2023,Other Income,1921.62,Income,E-Wallet
2023-11-14,Hotel and flight booking - November 2023,Travel,1722.67,Expense,Credit Card
2023-11-14,Portfolio interest income - November 2023,Investment,2320.57,Income,Bank Transfer
2023-11-15,Daily transportation expense - November 2023,Transportation,506.23,Expense,Cash
2023-11-17,Apartment rent payment - November 2023,Rent,1051.80,Expense,Bank Transfer
2023-11-18,Cafe and coffee purchase - November 2023,Food & Drink,206.27,Expense,Debit Card
2023-11-21,Investment return received - November 2023,Investment,1339.79,Income,Bank Transfer
2023-11-21,Monthly salary deposit - November 2023,Salary,3686.34,Income,Bank Transfer
2023-11-22,Monthly housing rent - November 2023,Rent,1127.03,Expense,Bank Transfer
2023-11-23,Residential rent payment - November 2023,Rent,1143.69,Expense,Bank Transfer
2023-11-23,Hotel and flight booking - November 2023,Travel,944.29,Expense,Credit Card
2023-11-26,Payroll wage received - November 2023,Salary,3811.71,Income,Bank Transfer
2023-11-26,Monthly utilities bill - November 2023,Utilities,357.31,Expense,Bank Transfer
2023-11-26,Restaurant meal payment - November 2023,Food & Drink,408.07,Expense,Debit Card
2023-11-26,Monthly housing rent - November 2023,Rent,1227.03,Expense,Bank Transfer
2023-11-27,Salary income received - November 2023,Salary,3937.09,Income,Bank Transfer
2023-11-27,Supermarket grocery purchase - November 2023,Groceries,641.08,Expense,Debit Card
2023-11-28,Internet utility payment - November 2023,Utilities,445.12,Expense,Bank Transfer
2023-11-28,Personal shopping expense - November 2023,Shopping,702.84,Expense,Credit Card
2023-11-29,Freelance project payment - November 2023,Freelance,2076.88,Income,Bank Transfer
2023-12-05,Game and entertainment purchase - December 2023,Entertainment,841.36,Expense,E-Wallet
2023-12-05,Daily transportation expense - December 2023,Transportation,378.82,Expense,Cash
2023-12-06,Apartment rent payment - December 2023,Rent,1377.48,Expense,Bank Transfer
2023-12-08,Payroll wage received - December 2023,Salary,4173.57,Income,Bank Transfer
2023-12-09,Personal shopping expense - December 2023,Shopping,1143.42,Expense,Credit Card
2023-12-09,Restaurant meal payment - December 2023,Food & Drink,716.86,Expense,Debit Card
2023-12-10,Payroll wage received - December 2023,Salary,4256.91,Income,Bank Transfer
2023-12-11,Residential rent payment - December 2023,Rent,1460.81,Expense,Bank Transfer
2023-12-13,Supermarket grocery purchase - December 2023,Groceries,946.97,Expense,Debit Card
2023-12-14,Portfolio interest income - December 2023,Investment,1255.76,Income,Debit Card
2023-12-14,Netflix or Spotify payment - December 2023,Entertainment,373.21,Expense,E-Wallet
2023-12-18,Monthly salary deposit - December 2023,Salary,3659.31,Income,Bank Transfer
2023-12-20,Hospital or pharmacy expense - December 2023,Healthcare,322.18,Expense,Debit Card
2023-12-21,Lunch and dining expense - December 2023,Food & Drink,278.02,Expense,Debit Card
2023-12-22,Restaurant meal payment - December 2023,Food & Drink,301.72,Expense,Debit Card
2023-12-23,Travel booking payment - December 2023,Travel,1272.67,Expense,Credit Card
2023-12-25,Salary income received - December 2023,Salary,3812.46,Income,E-Wallet
2023-12-26,Restaurant meal payment - December 2023,Food & Drink,385.01,Expense,Debit Card
2023-12-27,Hospital or pharmacy expense - December 2023,Healthcare,534.47,Expense,Debit Card
2023-12-29,Salary income received - December 2023,Salary,3895.80,Income,Bank Transfer
2023-12-29,Monthly salary deposit - December 2023,Salary,3923.57,Income,E-Wallet
2023-12-29,Game and entertainment purchase - December 2023,Entertainment,710.09,Expense,E-Wallet
2024-01-02,Trip and accommodation expense - January 2024,Travel,1256.61,Expense,Credit Card
2024-01-02,Apartment rent payment - January 2024,Rent,1302.70,Expense,Bank Transfer
2024-01-04,Portfolio interest income - January 2024,Investment,1938.39,Income,E-Wallet
2024-01-04,Investment return received - January 2024,Investment,1980.98,Income,Debit Card
2024-01-07,Freelance project payment - January 2024,Freelance,2174.47,Income,Bank Transfer
2024-01-09,Game and entertainment purchase - January 2024,Entertainment,720.67,Expense,E-Wallet
2024-01-09,Refund income received - January 2024,Other Income,1821.42,Income,E-Wallet
2024-01-10,Apartment rent payment - January 2024,Rent,1402.70,Expense,Bank Transfer
2024-01-11,Internet utility payment - January 2024,Utilities,581.13,Expense,Bank Transfer
2024-01-11,Investment return received - January 2024,Investment,2258.41,Income,Bank Transfer
2024-01-11,Monthly salary deposit - January 2024,Salary,4285.44,Income,E-Wallet
2024-01-12,Internet utility payment - January 2024,Utilities,628.91,Expense,Bank Transfer
2024-01-13,Investment return received - January 2024,Investment,2386.19,Income,Bank Transfer
2024-01-14,Supermarket grocery purchase - January 2024,Groceries,335.86,Expense,Debit Card
2024-01-15,Game and entertainment purchase - January 2024,Entertainment,208.24,Expense,E-Wallet
2024-01-16,Trip and accommodation expense - January 2024,Travel,790.54,Expense,Credit Card
2024-01-16,Freelance project payment - January 2024,Freelance,1500.40,Income,Bank Transfer
2024-01-16,Hospital or pharmacy expense - January 2024,Healthcare,388.25,Expense,Debit Card
2024-01-17,Netflix or Spotify payment - January 2024,Entertainment,340.30,Expense,E-Wallet
2024-01-19,Hotel and flight booking - January 2024,Travel,968.32,Expense,Credit Card
2024-01-19,Internet utility payment - January 2024,Utilities,349.99,Expense,Bank Transfer
2024-01-19,Monthly utilities bill - January 2024,Utilities,365.92,Expense,Bank Transfer
2024-01-19,Supermarket grocery purchase - January 2024,Groceries,580.96,Expense,Debit Card
2024-01-20,Payroll wage received - January 2024,Salary,3924.32,Income,Debit Card
2024-01-22,Personal shopping expense - January 2024,Shopping,630.88,Expense,Credit Card
2024-01-23,Hotel and flight booking - January 2024,Travel,1257.81,Expense,Credit Card
2024-01-24,Cafe and coffee purchase - January 2024,Food & Drink,527.87,Expense,Debit Card
2024-01-25,Investment return received - January 2024,Investment,1917.67,Income,Debit Card
2024-01-26,Movie and streaming subscription - January 2024,Entertainment,647.92,Expense,E-Wallet
2024-01-26,Travel booking payment - January 2024,Travel,1458.41,Expense,Credit Card
2024-01-26,Investment return received - January 2024,Investment,2067.32,Income,E-Wallet
2024-01-27,Restaurant meal payment - January 2024,Food & Drink,658.56,Expense,Debit Card
2024-01-28,Game and entertainment purchase - January 2024,Entertainment,779.98,Expense,E-Wallet
2024-01-30,Netflix or Spotify payment - January 2024,Entertainment,809.24,Expense,E-Wallet
2024-02-01,Hotel and flight booking - February 2024,Travel,1680.63,Expense,Credit Card
2024-02-06,Family allowance transfer - February 2024,Allowance,1706.31,Income,Debit Card
2024-02-07,Daily transportation expense - February 2024,Transportation,499.34,Expense,Cash
2024-02-07,Freelance project payment - February 2024,Freelance,2585.69,Income,Bank Transfer
2024-02-10,Payroll wage received - February 2024,Salary,3618.77,Income,E-Wallet
2024-02-10,Daily transportation expense - February 2024,Transportation,116.69,Expense,Cash
2024-02-10,Movie and streaming subscription - February 2024,Entertainment,238.29,Expense,E-Wallet
2024-02-14,Travel booking payment - February 2024,Travel,813.36,Expense,Credit Card
2024-02-14,Residential rent payment - February 2024,Rent,1127.93,Expense,Bank Transfer
2024-02-15,Investment dividend income - February 2024,Investment,1513.61,Income,Debit Card
2024-02-16,Family allowance transfer - February 2024,Allowance,1139.64,Income,Bank Transfer
2024-02-17,Refund income received - February 2024,Other Income,1333.63,Income,Bank Transfer
2024-02-19,Electricity and water bill - February 2024,Utilities,366.35,Expense,Bank Transfer
2024-02-21,Cafe and coffee purchase - February 2024,Food & Drink,421.52,Expense,Debit Card
2024-02-21,Trip and accommodation expense - February 2024,Travel,1147.30,Expense,Credit Card
2024-02-21,Supermarket grocery purchase - February 2024,Groceries,617.96,Expense,Debit Card
2024-02-22,Game and entertainment purchase - February 2024,Entertainment,560.93,Expense,E-Wallet
2024-02-23,Monthly utilities bill - February 2024,Utilities,454.15,Expense,Bank Transfer
2024-02-23,Apartment rent payment - February 2024,Rent,1311.71,Expense,Bank Transfer
2024-02-24,Hospital or pharmacy expense - February 2024,Healthcare,764.38,Expense,Debit Card
2024-02-24,Salary income received - February 2024,Salary,4091.74,Income,E-Wallet
2024-02-25,Restaurant meal payment - February 2024,Food & Drink,623.32,Expense,Debit Card
2024-02-27,Game and entertainment purchase - February 2024,Entertainment,736.49,Expense,E-Wallet
2024-02-27,Netflix or Spotify payment - February 2024,Entertainment,780.77,Expense,E-Wallet
2024-02-27,Supermarket grocery purchase - February 2024,Groceries,863.06,Expense,Debit Card
2024-02-28,Monthly housing rent - February 2024,Rent,1436.94,Expense,Bank Transfer
2024-02-29,Trip and accommodation expense - February 2024,Travel,1726.28,Expense,Credit Card
2024-03-02,Supermarket grocery purchase - March 2024,Groceries,936.40,Expense,Debit Card
2024-03-03,Payroll wage received - March 2024,Salary,4328.23,Income,E-Wallet
2024-03-05,Netflix or Spotify payment - March 2024,Entertainment,165.54,Expense,E-Wallet
2024-03-05,Investment dividend income - March 2024,Investment,1322.52,Income,Bank Transfer
2024-03-06,Cafe and coffee purchase - March 2024,Food & Drink,244.06,Expense,Debit Card
2024-03-06,Netflix or Spotify payment - March 2024,Entertainment,268.34,Expense,E-Wallet
2024-03-06,Apartment rent payment - March 2024,Rent,1128.38,Expense,Bank Transfer
2024-03-07,Retail shopping purchase - March 2024,Shopping,426.86,Expense,Credit Card
2024-03-07,Monthly utilities bill - March 2024,Utilities,326.75,Expense,Bank Transfer
2024-03-08,Restaurant meal payment - March 2024,Food & Drink,362.58,Expense,Debit Card
2024-03-11,Family allowance transfer - March 2024,Allowance,1207.21,Income,Debit Card
2024-03-13,Netflix or Spotify payment - March 2024,Entertainment,458.92,Expense,E-Wallet
2024-03-15,Monthly salary deposit - March 2024,Salary,3911.56,Income,Bank Transfer
2024-03-16,Cafe and coffee purchase - March 2024,Food & Drink,469.57,Expense,Debit Card
2024-03-18,Investment return received - March 2024,Investment,1812.91,Income,Debit Card
2024-03-26,Restaurant meal payment - March 2024,Food & Drink,516.98,Expense,Debit Card
2024-03-27,Portfolio interest income - March 2024,Investment,1898.10,Income,Bank Transfer
2024-03-28,Trip and accommodation expense - March 2024,Travel,1393.54,Expense,Credit Card
2024-03-29,Monthly salary deposit - March 2024,Salary,4092.49,Income,Debit Card
2024-03-30,Cafe and coffee purchase - March 2024,Food & Drink,623.96,Expense,Debit Card
2024-03-30,Monthly utilities bill - March 2024,Utilities,534.21,Expense,Bank Transfer
2024-04-03,Hotel and flight booking - April 2024,Travel,1571.32,Expense,Credit Card
2024-04-04,Family allowance transfer - April 2024,Allowance,1624.32,Income,Debit Card
2024-04-06,Monthly utilities bill - April 2024,Utilities,581.99,Expense,Bank Transfer
2024-04-07,Freelance project payment - April 2024,Freelance,2467.27,Income,Bank Transfer
2024-04-08,Monthly housing rent - April 2024,Rent,1470.72,Expense,Bank Transfer
2024-04-09,Daily transportation expense - April 2024,Transportation,507.95,Expense,Cash
2024-04-09,Electricity and water bill - April 2024,Utilities,223.44,Expense,Bank Transfer
2024-04-10,Travel booking payment - April 2024,Travel,704.05,Expense,Credit Card
2024-04-10,Investment return received - April 2024,Investment,1344.39,Income,E-Wallet
2024-04-11,Apartment rent payment - April 2024,Rent,1103.60,Expense,Bank Transfer
2024-04-13,Portfolio interest income - April 2024,Investment,1451.45,Income,Bank Transfer
2024-04-16,Salary income received - April 2024,Salary,3759.16,Income,Bank Transfer
2024-04-17,Movie and streaming subscription - April 2024,Entertainment,356.91,Expense,E-Wallet
2024-04-17,Game and entertainment purchase - April 2024,Entertainment,386.17,Expense,E-Wallet
2024-04-17,Trip and accommodation expense - April 2024,Travel,1037.99,Expense,Credit Card
2024-04-18,Freelance project payment - April 2024,Freelance,1768.47,Income,Bank Transfer
2024-04-20,Internet utility payment - April 2024,Utilities,390.88,Expense,Bank Transfer
2024-04-21,Netflix or Spotify payment - April 2024,Entertainment,518.23,Expense,E-Wallet
2024-04-22,Hotel and flight booking - April 2024,Travel,1238.59,Expense,Credit Card
2024-04-23,Family allowance transfer - April 2024,Allowance,1374.77,Income,Bank Transfer
2024-04-25,Daily transportation expense - April 2024,Transportation,332.76,Expense,Cash
2024-04-26,Apartment rent payment - April 2024,Rent,1320.72,Expense,Bank Transfer
2024-04-26,Travel booking payment - April 2024,Travel,1416.37,Expense,Credit Card
2024-04-30,Investment return received - April 2024,Investment,2027.03,Income,Bank Transfer
2024-05-02,Apartment rent payment - May 2024,Rent,1379.28,Expense,Bank Transfer
2024-05-03,Cafe and coffee purchase - May 2024,Food & Drink,672.01,Expense,Debit Card
2024-05-04,Netflix or Spotify payment - May 2024,Entertainment,796.59,Expense,E-Wallet
2024-05-04,Monthly salary deposit - May 2024,Salary,4232.13,Income,Bank Transfer
2024-05-05,Family allowance transfer - May 2024,Allowance,1691.89,Income,E-Wallet
2024-05-05,Trip and accommodation expense - May 2024,Travel,1750.30,Expense,Credit Card
2024-05-14,Apartment rent payment - May 2024,Rent,1479.28,Expense,Bank Transfer
2024-05-15,Game and entertainment purchase - May 2024,Entertainment,167.12,Expense,E-Wallet
2024-05-17,Monthly utilities bill - May 2024,Utilities,239.80,Expense,Bank Transfer
2024-05-20,Investment dividend income - May 2024,Investment,1345.55,Income,Debit Card
2024-05-22,Internet utility payment - May 2024,Utilities,271.65,Expense,Bank Transfer
2024-05-23,Daily transportation expense - May 2024,Transportation,157.58,Expense,Cash
2024-05-25,Movie and streaming subscription - May 2024,Entertainment,313.41,Expense,E-Wallet
2024-05-26,Cafe and coffee purchase - May 2024,Food & Drink,327.99,Expense,Debit Card
2024-05-27,Daily transportation expense - May 2024,Transportation,213.53,Expense,Cash
2024-05-27,Restaurant meal payment - May 2024,Food & Drink,387.57,Expense,Debit Card
2024-05-31,Monthly housing rent - May 2024,Rent,1212.61,Expense,Bank Transfer
2024-06-01,Trip and accommodation expense - June 2024,Travel,1478.08,Expense,Credit Card
2024-06-02,Electricity and water bill - June 2024,Utilities,407.24,Expense,Bank Transfer
2024-06-02,Monthly housing rent - June 2024,Rent,1262.61,Expense,Bank Transfer
2024-06-03,Netflix or Spotify payment - June 2024,Entertainment,562.51,Expense,E-Wallet
2024-06-04,Supermarket grocery purchase - June 2024,Groceries,693.27,Expense,Debit Card
2024-06-06,Cafe and coffee purchase - June 2024,Food & Drink,565.67,Expense,Debit Card
2024-06-07,Investment return received - June 2024,Investment,1985.59,Income,Bank Transfer
2024-06-09,Freelance project payment - June 2024,Freelance,2179.68,Income,E-Wallet
2024-06-10,Portfolio interest income - June 2024,Investment,2070.77,Income,Debit Card
2024-06-12,Residential rent payment - June 2024,Rent,1387.84,Expense,Bank Transfer
2024-06-13,Supermarket grocery purchase - June 2024,Groceries,839.94,Expense,Debit Card
2024-06-13,Payroll wage received - June 2024,Salary,4232.88,Income,E-Wallet
2024-06-14,Personal shopping expense - June 2024,Shopping,955.90,Expense,Credit Card
2024-06-15,Investment dividend income - June 2024,Investment,2305.61,Income,Bank Transfer
2024-06-16,Cafe and coffee purchase - June 2024,Food & Drink,791.17,Expense,Debit Card
2024-06-17,Investment return received - June 2024,Investment,2390.79,Income,E-Wallet
2024-06-21,Clothing and household shopping - June 2024,Shopping,282.14,Expense,Credit Card
2024-06-21,Cafe and coffee purchase - June 2024,Food & Drink,221.64,Expense,Debit Card
2024-06-22,Trip and accommodation expense - June 2024,Travel,1145.35,Expense,Credit Card
2024-06-23,Monthly salary deposit - June 2024,Salary,3718.62,Income,E-Wallet
2024-06-23,Family allowance transfer - June 2024,Allowance,1075.68,Income,Debit Card
2024-06-23,Monthly utilities bill - June 2024,Utilities,319.86,Expense,Bank Transfer
2024-06-23,Electricity and water bill - June 2024,Utilities,335.79,Expense,Bank Transfer
2024-06-23,Payroll wage received - June 2024,Salary,3829.73,Income,E-Wallet
2024-07-01,Refund income received - July 2024,Other Income,1377.68,Income,Debit Card
2024-07-05,Investment dividend income - July 2024,Investment,1709.31,Income,Bank Transfer
2024-07-06,Retail shopping purchase - July 2024,Shopping,604.78,Expense,Credit Card
2024-07-07,Monthly utilities bill - July 2024,Utilities,423.59,Expense,Bank Transfer
2024-07-07,Restaurant meal payment - July 2024,Food & Drink,506.73,Expense,Debit Card
2024-07-07,Monthly housing rent - July 2024,Rent,1296.40,Expense,Bank Transfer
2024-07-07,Lunch and dining expense - July 2024,Food & Drink,554.13,Expense,Debit Card
